84.4516129, 122.9677419, 180.7419355, 48.38709677, 54.83870968, 741.9354839, 741.9354839, 548.3870968, 32.25806452, -935.483871, -161.2903226, 161.2903226, 741.9354839, -15129.873464698245
148.6451613, 45.93548387, 155.0645161, 35.48387097, 93.5483871, 806.4516129, 806.4516129, 96.77419355, 225.8064516, -290.3225806, -483.8709677, 806.4516129, 1000.0, -14173.072044356966
167.9032258, 180.7419355, 167.9032258, -54.83870968, 87.09677419, -612.9032258, 483.8709677, -806.4516129, -225.8064516, 354.8387097, -419.3548387, -612.9032258, -419.3548387, -14120.451919434643
129.3870968, 90.87096774, 20.25806452, -93.5483871, -22.58064516, 225.8064516, 741.9354839, 741.9354839, 354.8387097, -612.9032258, 96.77419355, 96.77419355, 483.8709677, -14120.451919434643
97.29032258, 97.29032258, 110.1290323, -16.12903226, 35.48387097, -548.3870968, -677.4193548, -161.2903226, 548.3870968, -96.77419355, 677.4193548, 677.4193548, -806.4516129, -14120.451919434643
129.3870968, 174.3225806, 200.0, 74.19354839, 67.74193548, -935.483871, -677.4193548, 483.8709677, -1000.0, -290.3225806, -161.2903226, -935.483871, 870.9677419, -14120.451919434643
148.6451613, 1.0, 200.0, -3.225806452, 100.0, -161.2903226, 96.77419355, -1000.0, -483.8709677, -419.3548387, 225.8064516, 870.9677419, -548.3870968, -14120.451919434643
39.51612903, 161.483871, 65.19354839, -29.03225806, 100.0, 935.483871, 741.9354839, 32.25806452, 935.483871, 32.25806452, 806.4516129, -483.8709677, -1000.0, -14120.451919434643
180.7419355, 116.5483871, 142.2258065, -29.03225806, 16.12903226, 225.8064516, -290.3225806, -354.8387097, -290.3225806, -806.4516129, 935.483871, -1000.0, 161.2903226, -14120.451919434643
200.0, 200.0, 187.1612903, 87.09677419, 48.38709677, -419.3548387, -225.8064516, 161.2903226, 612.9032258, 225.8064516, 419.3548387, 419.3548387, -483.8709677, -14120.451919434643
129.3870968, 148.6451613, 174.3225806, -16.12903226, -61.29032258, -96.77419355, -870.9677419, 32.25806452, -806.4516129, 741.9354839, 935.483871, -225.8064516, 354.8387097, -14120.451919434643
90.87096774, 65.19354839, 52.35483871, -87.09677419, -48.38709677, -677.4193548, 806.4516129, 612.9032258, 161.2903226, 612.9032258, -1000.0, 870.9677419, 32.25806452, -14120.451919434643
45.93548387, 20.25806452, 116.5483871, 54.83870968, -3.225806452, 419.3548387, -419.3548387, -741.9354839, -935.483871, -612.9032258, 935.483871, 806.4516129, -225.8064516, -14120.451919434643
174.3225806, 129.3870968, 155.0645161, -61.29032258, -29.03225806, -225.8064516, -935.483871, 548.3870968, 290.3225806, 935.483871, 677.4193548, -96.77419355, 612.9032258, -14120.451919434643
39.51612903, 116.5483871, 78.03225806, -41.93548387, -67.74193548, 741.9354839, -483.8709677, 419.3548387, -483.8709677, 290.3225806, -612.9032258, 612.9032258, 677.4193548, -14120.451919434643
180.7419355, 26.67741935, 78.03225806, -100.0, 100.0, -1000.0, -96.77419355, 1000.0, 32.25806452, 1000.0, -483.8709677, 290.3225806, -935.483871, -14120.451919434643
116.5483871, 174.3225806, 187.1612903, 100.0, 22.58064516, -741.9354839, 548.3870968, 1000.0, -548.3870968, -677.4193548, 806.4516129, -225.8064516, -161.2903226, -14120.451919434643
78.03225806, 135.8064516, 45.93548387, -48.38709677, 61.29032258, 870.9677419, 354.8387097, -354.8387097, 677.4193548, -419.3548387, -1000.0, -419.3548387, 419.3548387, -14120.451919434643
7.419354839, 20.25806452, 122.9677419, 3.225806452, -93.5483871, -354.8387097, 806.4516129, 870.9677419, -612.9032258, 483.8709677, -612.9032258, 225.8064516, -354.8387097, -14120.451919434643
155.0645161, 78.03225806, 161.483871, 100.0, 61.29032258, -32.25806452, 935.483871, 677.4193548, -935.483871, 32.25806452, -225.8064516, 677.4193548, 32.25806452, -14120.451919434643
7.419354839, 65.19354839, 174.3225806, -61.29032258, -3.225806452, 741.9354839, -225.8064516, -612.9032258, -1000.0, -1000.0, 96.77419355, -419.3548387, -806.4516129, -14120.451919434643
103.7096774, 110.1290323, 20.25806452, -100.0, -35.48387097, -806.4516129, -870.9677419, 483.8709677, 870.9677419, 161.2903226, 290.3225806, -612.9032258, 741.9354839, -14120.451919434643
103.7096774, 39.51612903, 78.03225806, 35.48387097, -93.5483871, 935.483871, 161.2903226, -96.77419355, -870.9677419, -741.9354839, 1000.0, -419.3548387, 548.3870968, -14120.451919434643
148.6451613, 148.6451613, 65.19354839, -74.19354839, 16.12903226, 483.8709677, -483.8709677, -161.2903226, 870.9677419, -225.8064516, 548.3870968, 1000.0, 32.25806452, -14120.451919434643
84.4516129, 1.0, 148.6451613, 61.29032258, 80.64516129, 161.2903226, -161.2903226, 96.77419355, -354.8387097, 161.2903226, -32.25806452, -225.8064516, -32.25806452, -14120.451919434643
110.1290323, 65.19354839, 97.29032258, -80.64516129, 54.83870968, 290.3225806, 96.77419355, -483.8709677, -806.4516129, 1000.0, 612.9032258, 741.9354839, -354.8387097, -14120.451919434643
180.7419355, 129.3870968, 122.9677419, -93.5483871, 80.64516129, -32.25806452, -612.9032258, -1000.0, 1000.0, -677.4193548, -354.8387097, 419.3548387, -806.4516129, -14120.451919434643
26.67741935, 180.7419355, 39.51612903, -9.677419355, 54.83870968, 935.483871, -806.4516129, -32.25806452, 483.8709677, 612.9032258, -612.9032258, -870.9677419, 161.2903226, -14120.451919434643
