"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,
Number variables,4,,,
"Total points in design, Points printed to sheet",1024,1024,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,
,,,,
ASSUMPTIONS,,,,
Variable name,x1,x2,x3,x4
"Variable Type [Continuous, Qualitative, Increment]",C,C,C,C
"Lower bound [C,I], or levels [Q]",0,0,0,0
"Upper bound [C,I], or NA [Q]",1,1,1,1
,,,,
Point,x1,x2,x3,x4
1,0.064516129,0.096774194,0.161290323,0
2,1,1,0.935483871,0.935483871
3,0.64516129,0.612903226,0.032258065,0.516129032
4,0,0.419354839,0.548387097,1
5,1,0,0.612903226,0.451612903
6,0.419354839,0.903225806,0.677419355,0.032258065
7,0.290322581,0.35483871,1,0.64516129
8,0.516129032,0.032258065,0.35483871,0.838709677
9,0.935483871,0.451612903,0.193548387,0.193548387
10,0.193548387,0.806451613,0.322580645,0.35483871
11,0.677419355,0.258064516,0.741935484,0.193548387
12,0.806451613,1,0.483870968,0.612903226
13,0.064516129,0.741935484,0.774193548,0.709677419
14,0.419354839,0.225806452,0.096774194,1
15,0.838709677,0.193548387,1,0.451612903
16,1,0.225806452,0.35483871,0.032258065
17,0.35483871,0.612903226,0.516129032,0.35483871
18,0.838709677,0.64516129,0.709677419,0.903225806
19,0.258064516,0.967741935,0.064516129,0.129032258
20,0.096774194,0.548387097,1,0.096774194
21,0.548387097,0.806451613,0.548387097,0.193548387
22,0.677419355,0.096774194,0.870967742,0.35483871
23,0.516129032,0.451612903,0.774193548,0.580645161
24,0.096774194,0.258064516,0.580645161,0.870967742
25,0.774193548,0.548387097,0.129032258,0.741935484
26,0.64516129,0.870967742,1,0.870967742
27,0.290322581,0.709677419,0.903225806,0
28,0.806451613,0.290322581,0,0.322580645
29,0.032258065,0.870967742,0.258064516,0.451612903
30,0.387096774,0.419354839,0.35483871,0.741935484
31,0.225806452,0.096774194,0.580645161,0.774193548
32,0.032258065,0.64516129,0.419354839,0.258064516
33,0.903225806,0.096774194,0.419354839,1
34,0.161290323,0.709677419,0,1
35,0.935483871,0.935483871,0.774193548,0.322580645
36,0.193548387,0.35483871,0.161290323,0.516129032
37,1,0.709677419,0.129032258,0.838709677
38,0.548387097,0.161290323,0.225806452,0.709677419
39,0.322580645,0.838709677,0.774193548,0.967741935
40,0.129032258,0.032258065,0.935483871,0.193548387
41,0.806451613,0.387096774,0.258064516,0.129032258
42,0.580645161,0.290322581,0.451612903,0.419354839
43,0.741935484,0.903225806,0.387096774,0.580645161
44,0,0.225806452,0.838709677,0.548387097
45,0.451612903,0.709677419,0.225806452,0.322580645
46,0.580645161,0.483870968,0,0.032258065
47,0.935483871,0,0.032258065,0.741935484
48,0.193548387,0.548387097,0.903225806,0.64516129
49,0.870967742,0.709677419,0.612903226,0.096774194
50,0.580645161,1,0.709677419,0.290322581
51,0.129032258,0.419354839,0.096774194,0.290322581
52,0.451612903,0.967741935,0.580645161,0.516129032
53,0.451612903,0.548387097,0.419354839,0.870967742
54,0.290322581,0.129032258,0.290322581,0.548387097
55,0.741935484,0.35483871,0.870967742,0.838709677
56,0.419354839,0.064516129,0,0.129032258
57,0.838709677,0.903225806,0.838709677,0.225806452
58,0.129032258,0.612903226,0.806451613,0
59,0.709677419,0.483870968,0.322580645,0.451612903
60,0.774193548,0,0.548387097,0.935483871
61,0.032258065,0,0.096774194,0.387096774
62,0.290322581,0.774193548,0.677419355,0.451612903
63,0.935483871,0.774193548,0.258064516,0.64516129
64,0.387096774,0.161290323,0.806451613,0.870967742
65,0.451612903,0.612903226,0.935483871,0.709677419
66,0.709677419,0.193548387,0.451612903,0.774193548
67,0.193548387,0.290322581,1,0
68,0.548387097,0.64516129,0.161290323,0.129032258
69,1,0.290322581,0.838709677,0.709677419
70,0.35483871,0.064516129,0.677419355,0.677419355
71,0.64516129,0.35483871,0.322580645,0.258064516
72,0.838709677,0.032258065,0.419354839,0
73,0,0.967741935,0.225806452,0.032258065
74,0.258064516,0.032258065,0.161290323,1
75,0.903225806,0.548387097,0.483870968,0.258064516
76,0.709677419,0.548387097,0.709677419,1
77,0.129032258,0.967741935,0.677419355,0.741935484
78,0.935483871,0.35483871,0.935483871,0.451612903
79,0.096774194,0.838709677,0.064516129,0.612903226
80,0.580645161,0.870967742,0.935483871,1
81,0.709677419,0.838709677,0.516129032,0.032258065
82,0.64516129,0.225806452,0.64516129,0.612903226
83,0.290322581,0.516129032,0.225806452,0.935483871
84,0.516129032,0.129032258,0,0.258064516
85,0.870967742,0.838709677,0.225806452,0.806451613
86,0.387096774,0.35483871,0.612903226,0
87,0.967741935,0.548387097,0,0.580645161
88,0.64516129,0.516129032,0.806451613,0.806451613
89,0.64516129,0.709677419,0.483870968,0.161290323
90,1,0.870967742,0.709677419,0.387096774
91,0.451612903,0,0.322580645,0.612903226
92,0.225806452,0.709677419,0.709677419,0.580645161
93,0.870967742,0.35483871,0.096774194,0.935483871
94,0.35483871,0.935483871,0.870967742,0.451612903
95,0.193548387,0.225806452,0.225806452,0.096774194
96,0.709677419,0.741935484,0.935483871,0.290322581
97,0.967741935,0.129032258,0.096774194,0.064516129
98,0.548387097,0.903225806,0.322580645,0.935483871
99,0.774193548,0.806451613,0.709677419,0.516129032
100,0.483870968,0.419354839,0.677419355,0.096774194
101,0.064516129,0.419354839,0,0.483870968
102,0.612903226,0.451612903,0.612903226,0.35483871
103,0.903225806,0.290322581,0.322580645,0.161290323
104,0.516129032,0.516129032,0.064516129,0.483870968
105,0.612903226,0.935483871,0.096774194,0.709677419
106,0.516129032,0.258064516,0.483870968,0.967741935
107,0.774193548,0.096774194,0.935483871,0.096774194
108,0.064516129,0.161290323,0.548387097,0.806451613
109,0.258064516,1,0,0.870967742
110,0.903225806,0.419354839,0.903225806,0.870967742
111,0.419354839,0.483870968,0.483870968,0.387096774
112,0,0.129032258,0.64516129,0.483870968
