"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,,,,,
Number variables,8,,,,,,,
"Total points in design, Points printed to sheet",1024,1024,,,,,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,,,,,
,,,,,,,,
ASSUMPTIONS,,,,,,,,
Variable name,SMA1_Period,SMA2_Period,BuyFactor,SellFactor,SMA1Coef,SMA2Coef,SMA3Coef,SMA4Coef
"Variable Type [Continuous, Qualitative, Increment]",C,C,C,C,C,C,C,C
"Lower bound [C,I], or levels [Q]",1,1,-100,-100,-1000,-1000,-1000,-1000
"Upper bound [C,I], or NA [Q]",200,200,100,100,1000,1000,1000,1000
,,,,,,,,
Point,SMA1_Period,SMA2_Period,BuyFactor,SellFactor,SMA1Coef,SMA2Coef,SMA3Coef,SMA4Coef
1,200,33.09677419,80.64516129,54.83870968,1000,-741.9354839,1000,-870.9677419
2,78.03225806,200,-93.5483871,-87.09677419,-935.483871,290.3225806,-483.8709677,677.4193548
3,7.419354839,129.3870968,-16.12903226,-48.38709677,96.77419355,1000,741.9354839,-161.2903226
4,167.9032258,65.19354839,-93.5483871,93.5483871,-548.3870968,-354.8387097,290.3225806,-225.8064516
5,26.67741935,71.61290323,48.38709677,9.677419355,741.9354839,612.9032258,-741.9354839,870.9677419
6,110.1290323,180.7419355,-35.48387097,87.09677419,354.8387097,-741.9354839,-870.9677419,96.77419355
7,148.6451613,7.419354839,-54.83870968,-22.58064516,-290.3225806,-96.77419355,1000,354.8387097
8,52.35483871,174.3225806,3.225806452,16.12903226,-1000,-290.3225806,-96.77419355,-935.483871
9,187.1612903,78.03225806,100,-67.74193548,-806.4516129,-1000,32.25806452,-677.4193548
10,84.4516129,129.3870968,74.19354839,-3.225806452,-161.2903226,806.4516129,419.3548387,-677.4193548
11,129.3870968,103.7096774,61.29032258,61.29032258,483.8709677,419.3548387,96.77419355,-96.77419355
12,200,148.6451613,16.12903226,-87.09677419,-96.77419355,-548.3870968,741.9354839,935.483871
13,110.1290323,90.87096774,80.64516129,35.48387097,677.4193548,-32.25806452,-483.8709677,-419.3548387
14,7.419354839,52.35483871,35.48387097,-67.74193548,290.3225806,-548.3870968,-419.3548387,-935.483871
15,45.93548387,148.6451613,-80.64516129,-35.48387097,1000,1000,-741.9354839,225.8064516
16,148.6451613,39.51612903,-67.74193548,87.09677419,96.77419355,612.9032258,548.3870968,-419.3548387
17,148.6451613,193.5806452,22.58064516,54.83870968,-419.3548387,-1000,-1000,548.3870968
18,71.61290323,13.83870968,35.48387097,35.48387097,-612.9032258,419.3548387,741.9354839,-548.3870968
19,103.7096774,103.7096774,-87.09677419,-3.225806452,-741.9354839,96.77419355,-161.2903226,548.3870968
20,167.9032258,167.9032258,48.38709677,74.19354839,-96.77419355,-806.4516129,-419.3548387,225.8064516
21,52.35483871,1,-16.12903226,-61.29032258,677.4193548,-741.9354839,354.8387097,935.483871
22,180.7419355,20.25806452,-16.12903226,100,-1000,806.4516129,-677.4193548,612.9032258
23,84.4516129,33.09677419,54.83870968,29.03225806,870.9677419,-548.3870968,-96.77419355,32.25806452
24,1,193.5806452,-54.83870968,-93.5483871,677.4193548,741.9354839,870.9677419,225.8064516
25,33.09677419,78.03225806,-41.93548387,41.93548387,32.25806452,-225.8064516,-225.8064516,419.3548387
26,122.9677419,161.483871,3.225806452,100,-354.8387097,290.3225806,419.3548387,-32.25806452
27,26.67741935,167.9032258,93.5483871,-22.58064516,-612.9032258,32.25806452,96.77419355,96.77419355
28,180.7419355,116.5483871,41.93548387,-29.03225806,161.2903226,225.8064516,-290.3225806,-354.8387097
29,193.5806452,110.1290323,-100,16.12903226,548.3870968,-935.483871,548.3870968,32.25806452
30,135.8064516,122.9677419,-41.93548387,22.58064516,-96.77419355,354.8387097,-612.9032258,-806.4516129
31,103.7096774,13.83870968,100,-16.12903226,-32.25806452,870.9677419,-1000,741.9354839
32,155.0645161,26.67741935,-35.48387097,-61.29032258,225.8064516,96.77419355,806.4516129,-96.77419355
33,20.25806452,45.93548387,-100,29.03225806,161.2903226,-161.2903226,32.25806452,1000
34,71.61290323,161.483871,67.74193548,-48.38709677,935.483871,-32.25806452,-806.4516129,-935.483871
35,39.51612903,45.93548387,-54.83870968,-80.64516129,-806.4516129,-806.4516129,419.3548387,612.9032258
36,135.8064516,142.2258065,100,87.09677419,612.9032258,-870.9677419,161.2903226,419.3548387
37,90.87096774,71.61290323,-100,-61.29032258,-419.3548387,935.483871,-612.9032258,161.2903226
38,39.51612903,97.29032258,-74.19354839,74.19354839,-935.483871,-419.3548387,225.8064516,-32.25806452
39,52.35483871,187.1612903,87.09677419,67.74193548,935.483871,-870.9677419,677.4193548,-225.8064516
40,161.483871,45.93548387,80.64516129,16.12903226,354.8387097,935.483871,290.3225806,354.8387097
41,1,90.87096774,100,41.93548387,-161.2903226,-677.4193548,-96.77419355,-225.8064516
42,180.7419355,187.1612903,9.677419355,-74.19354839,-225.8064516,-225.8064516,290.3225806,-419.3548387
43,33.09677419,103.7096774,100,-35.48387097,-419.3548387,483.8709677,-870.9677419,-806.4516129
44,116.5483871,148.6451613,-93.5483871,9.677419355,32.25806452,96.77419355,935.483871,-1000
45,103.7096774,1,67.74193548,-87.09677419,548.3870968,-1000,935.483871,-225.8064516
46,90.87096774,110.1290323,-16.12903226,74.19354839,-612.9032258,-290.3225806,483.8709677,354.8387097
47,90.87096774,142.2258065,-54.83870968,-35.48387097,419.3548387,-483.8709677,-354.8387097,741.9354839
48,200,20.25806452,-80.64516129,-3.225806452,-419.3548387,-96.77419355,612.9032258,-354.8387097
49,135.8064516,180.7419355,-80.64516129,-48.38709677,-741.9354839,-1000,-419.3548387,870.9677419
50,122.9677419,65.19354839,16.12903226,-100,290.3225806,548.3870968,-548.3870968,-870.9677419
51,20.25806452,116.5483871,-74.19354839,93.5483871,419.3548387,96.77419355,-96.77419355,-741.9354839
52,129.3870968,84.4516129,3.225806452,-61.29032258,-548.3870968,677.4193548,935.483871,-741.9354839
53,78.03225806,122.9677419,-16.12903226,9.677419355,-806.4516129,-548.3870968,-1000,161.2903226
54,90.87096774,200,54.83870968,-16.12903226,677.4193548,161.2903226,612.9032258,-935.483871
55,20.25806452,1,29.03225806,67.74193548,290.3225806,806.4516129,-806.4516129,741.9354839
56,193.5806452,193.5806452,-29.03225806,-80.64516129,161.2903226,32.25806452,-419.3548387,354.8387097
57,1,65.19354839,-35.48387097,29.03225806,483.8709677,806.4516129,-290.3225806,-548.3870968
58,33.09677419,1,-3.225806452,54.83870968,-96.77419355,-870.9677419,-483.8709677,-548.3870968
59,52.35483871,52.35483871,22.58064516,41.93548387,161.2903226,612.9032258,1000,32.25806452
60,193.5806452,135.8064516,9.677419355,-93.5483871,-483.8709677,-806.4516129,-741.9354839,1000
61,122.9677419,13.83870968,-29.03225806,-22.58064516,1000,-548.3870968,225.8064516,612.9032258
62,187.1612903,13.83870968,80.64516129,-48.38709677,806.4516129,-290.3225806,935.483871,225.8064516
63,148.6451613,174.3225806,-100,3.225806452,-870.9677419,419.3548387,-806.4516129,-354.8387097
64,110.1290323,33.09677419,-54.83870968,41.93548387,-1000,225.8064516,161.2903226,161.2903226
65,65.19354839,142.2258065,67.74193548,35.48387097,-354.8387097,-290.3225806,548.3870968,612.9032258
66,97.29032258,58.77419355,29.03225806,-93.5483871,935.483871,-290.3225806,-1000,-741.9354839
67,58.77419355,58.77419355,-67.74193548,-22.58064516,-32.25806452,161.2903226,419.3548387,483.8709677
68,33.09677419,33.09677419,16.12903226,-9.677419355,161.2903226,-1000,483.8709677,-1000
69,13.83870968,26.67741935,-9.677419355,100,-741.9354839,612.9032258,-870.9677419,354.8387097
70,84.4516129,193.5806452,-61.29032258,-100,-548.3870968,1000,-225.8064516,-96.77419355
71,148.6451613,84.4516129,-16.12903226,29.03225806,741.9354839,-419.3548387,-161.2903226,741.9354839
72,33.09677419,65.19354839,41.93548387,48.38709677,-870.9677419,-32.25806452,612.9032258,1000
73,135.8064516,45.93548387,35.48387097,3.225806452,-32.25806452,-419.3548387,-548.3870968,-161.2903226
74,84.4516129,45.93548387,-80.64516129,100,741.9354839,32.25806452,161.2903226,-1000
75,65.19354839,78.03225806,74.19354839,-35.48387097,225.8064516,-677.4193548,-1000,354.8387097
76,161.483871,103.7096774,3.225806452,93.5483871,-677.4193548,-1000,-612.9032258,741.9354839
77,174.3225806,135.8064516,-100,-16.12903226,225.8064516,-290.3225806,161.2903226,870.9677419
78,110.1290323,161.483871,9.677419355,-61.29032258,806.4516129,548.3870968,-354.8387097,-548.3870968
79,97.29032258,148.6451613,-3.225806452,67.74193548,-806.4516129,354.8387097,-96.77419355,290.3225806
80,97.29032258,52.35483871,-41.93548387,-48.38709677,483.8709677,483.8709677,225.8064516,1000
81,193.5806452,90.87096774,67.74193548,-100,-806.4516129,-483.8709677,290.3225806,-1000
82,155.0645161,20.25806452,87.09677419,-80.64516129,419.3548387,612.9032258,-1000,-1000
83,65.19354839,1,87.09677419,-100,-935.483871,-32.25806452,32.25806452,32.25806452
84,65.19354839,122.9677419,-35.48387097,100,-225.8064516,-419.3548387,-741.9354839,806.4516129
85,97.29032258,90.87096774,41.93548387,9.677419355,-419.3548387,677.4193548,806.4516129,419.3548387
86,78.03225806,33.09677419,61.29032258,74.19354839,741.9354839,741.9354839,-612.9032258,1000
87,180.7419355,161.483871,100,-41.93548387,-548.3870968,-548.3870968,-548.3870968,548.3870968
88,13.83870968,180.7419355,-93.5483871,74.19354839,-354.8387097,419.3548387,-161.2903226,-612.9032258
89,135.8064516,84.4516129,-61.29032258,-74.19354839,-290.3225806,806.4516129,677.4193548,-354.8387097
