'Date', 'todayprice', 'num_securities', 'Cash', 'Stockworth', 'Totalworth', 'Baseline Comparison'
'10/2/2000', 143.843704, 70.0, 64.375, 10069.05928, 10133.43428, -6081.091340971208
'10/3/2000', 142.5, 70.0, 64.375, 9975.0, 10039.375, -6175.150620971208
'10/4/2000', 143.6875, 70.0, 64.375, 10058.125, 10122.5, -6092.025620971208
'10/5/2000', 144.1875, 70.0, 64.375, 10093.125, 10157.5, -6057.025620971208
'10/6/2000', 141.0625, 70.0, 64.375, 9874.375, 9938.75, -6275.775620971208
'10/9/2000', 140.0, 70.0, 64.375, 9800.0, 9864.375, -6350.150620971208
'10/10/2000', 137.6875, 70.0, 64.375, 9638.125, 9702.5, -6512.025620971208
'10/11/2000', 136.531204, 70.0, 64.375, 9557.18428, 9621.55928, -6592.966340971208
'10/12/2000', 133.125, 70.0, 64.375, 9318.75, 9383.125, -6831.400620971208
'10/13/2000', 137.5625, 70.0, 64.375, 9629.375, 9693.75, -6520.775620971208
'10/16/2000', 138.1875, 70.0, 64.375, 9673.125, 9737.5, -6477.025620971208
'10/17/2000', 134.75, 70.0, 64.375, 9432.5, 9496.875, -6717.650620971208
'10/18/2000', 134.25, 70.0, 64.375, 9397.5, 9461.875, -6752.650620971208
'10/19/2000', 139.3125, 70.0, 64.375, 9751.875, 9816.25, -6398.275620971208
'10/20/2000', 139.906204, 70.0, 64.375, 9793.43428, 9857.80928, -6356.716340971208
'10/23/2000', 140.531204, 70.0, 64.375, 9837.18428, 9901.55928, -6312.966340971208
'10/24/2000', 139.593704, 70.0, 64.375, 9771.55928, 9835.93428, -6378.591340971208
'10/25/2000', 136.3125, 70.0, 64.375, 9541.875, 9606.25, -6608.275620971208
'10/26/2000', 136.6875, 70.0, 64.375, 9568.125, 9632.5, -6582.025620971208
'10/27/2000', 139.281204, 70.0, 64.375, 9749.68428, 9814.05928, -6400.466340971208
'10/30/2000', 140.531204, 70.0, 64.375, 9837.18428, 9901.55928, -6312.966340971208
'10/31/2000', 142.953094, 70.0, 64.375, 10006.71658, 10071.09158, -6143.434040971208
'11/1/2000', 142.468704, 70.0, 64.375, 9972.80928, 10037.18428, -6177.341340971208
'11/2/2000', 142.703094, 70.0, 64.375, 9989.21658, 10053.59158, -6160.934040971208
'11/3/2000', 142.781204, 70.0, 64.375, 9994.68428, 10059.05928, -6155.466340971208
'11/6/2000', 143.781204, 70.0, 64.375, 10064.68428, 10129.05928, -6085.466340971208
'11/7/2000', 143.75, 70.0, 64.375, 10062.5, 10126.875, -6087.650620971208
'11/8/2000', 140.5625, 70.0, 64.375, 9839.375, 9903.75, -6310.775620971208
'11/9/2000', 140.031204, 70.0, 64.375, 9802.18428, 9866.55928, -6347.966340971208
'11/10/2000', 136.625, 70.0, 64.375, 9563.75, 9628.125, -6586.400620971208
'11/13/2000', 135.5625, 70.0, 64.375, 9489.375, 9553.75, -6660.775620971208
'11/14/2000', 139.125, 70.0, 64.375, 9738.75, 9803.125, -6411.400620971208
'11/15/2000', 139.5625, 70.0, 64.375, 9769.375, 9833.75, -6380.775620971208
'11/16/2000', 137.375, 70.0, 64.375, 9616.25, 9680.625, -6533.900620971208
'11/17/2000', 136.640594, 70.0, 64.375, 9564.84158, 9629.21658, -6585.309040971208
'11/20/2000', 134.6875, 70.0, 64.375, 9428.125, 9492.5, -6722.025620971208
