'Date', 'todayprice', 'num_securities', 'Cash', 'Stockworth', 'Totalworth', 'Baseline Comparison'
'7/13/2000', 48.1875, 196.0, 40.75, 9444.75, 9485.5, 7431.084725536993
'7/14/2000', 47.5, 196.0, 40.75, 9310.0, 9350.75, 7296.334725536993
'7/17/2000', 46.3437, 196.0, 40.75, 9083.3652, 9124.1152, 7069.699925536993
'7/18/2000', 46.9375, 196.0, 40.75, 9199.75, 9240.5, 7186.084725536993
'7/19/2000', 47.4375, 196.0, 40.75, 9297.75, 9338.5, 7284.084725536993
'7/20/2000', 47.375, 196.0, 40.75, 9285.5, 9326.25, 7271.834725536993
'7/21/2000', 47.375, 196.0, 40.75, 9285.5, 9326.25, 7271.834725536993
'7/24/2000', 46.8125, 196.0, 40.75, 9175.25, 9216.0, 7161.584725536993
'7/25/2000', 47.3125, 196.0, 40.75, 9273.25, 9314.0, 7259.584725536993
'7/26/2000', 46.75, 196.0, 40.75, 9163.0, 9203.75, 7149.334725536993
'7/27/2000', 47.0, 196.0, 40.75, 9212.0, 9252.75, 7198.334725536993
'7/28/2000', 46.125, 196.0, 40.75, 9040.5, 9081.25, 7026.834725536993
'7/31/2000', 46.562504, 196.0, 40.75, 9126.250784, 9167.000784, 7112.5855095369925
'8/1/2000', 46.875, 196.0, 40.75, 9187.5, 9228.25, 7173.834725536993
'8/2/2000', 46.562504, 196.0, 40.75, 9126.250784, 9167.000784, 7112.5855095369925
'8/3/2000', 29.25, 197.0, 11.5, 5762.25, 5773.75, 3719.3347255369927
'8/4/2000', 29.125, 197.0, 11.5, 5737.625, 5749.125, 3694.7097255369927
'8/7/2000', 29.1875, 197.0, 11.5, 5749.9375, 5761.4375, 3707.0222255369927
'8/8/2000', 29.5, 197.0, 11.5, 5811.5, 5823.0, 3768.5847255369927
'8/9/2000', 29.5, 197.0, 11.5, 5811.5, 5823.0, 3768.5847255369927
'8/10/2000', 29.5, 197.0, 11.5, 5811.5, 5823.0, 3768.5847255369927
'8/11/2000', 29.125, 197.0, 11.5, 5737.625, 5749.125, 3694.7097255369927
'8/14/2000', 29.0, 197.0, 11.5, 5713.0, 5724.5, 3670.0847255369927
'8/15/2000', 28.4375, 197.0, 11.5, 5602.1875, 5613.6875, 3559.2722255369927
'8/16/2000', 28.3125, 197.0, 11.5, 5577.5625, 5589.0625, 3534.6472255369927
'8/17/2000', 27.0625, 197.0, 11.5, 5331.3125, 5342.8125, 3288.3972255369927
'8/18/2000', 27.75, 197.0, 11.5, 5466.75, 5478.25, 3423.8347255369927
'8/21/2000', 27.25, 197.0, 11.5, 5368.25, 5379.75, 3325.3347255369927
'8/22/2000', 28.0, 197.0, 11.5, 5516.0, 5527.5, 3473.0847255369927
'8/23/2000', 27.375, 197.0, 11.5, 5392.875, 5404.375, 3349.9597255369927
'8/24/2000', 27.75, 197.0, 11.5, 5466.75, 5478.25, 3423.8347255369927
'8/25/2000', 27.625, 197.0, 11.5, 5442.125, 5453.625, 3399.2097255369927
'8/28/2000', 26.1875, 197.0, 11.5, 5158.9375, 5170.4375, 3116.0222255369927
'8/29/2000', 25.25, 197.0, 11.5, 4974.25, 4985.75, 2931.3347255369927
'8/30/2000', 25.875, 197.0, 11.5, 5097.375, 5108.875, 3054.4597255369927
'8/31/2000', 24.1875, 197.0, 11.5, 4764.9375, 4776.4375, 2722.0222255369927
'9/1/2000', 25.0, 197.0, 11.5, 4925.0, 4936.5, 2882.0847255369927
'9/5/2000', 26.375, 197.0, 11.5, 5195.875, 5207.375, 3152.9597255369927
'9/6/2000', 26.0625, 197.0, 11.5, 5134.3125, 5145.8125, 3091.3972255369927
'9/7/2000', 25.875, 197.0, 11.5, 5097.375, 5108.875, 3054.4597255369927
'9/8/2000', 26.0, 197.0, 11.5, 5122.0, 5133.5, 3079.0847255369927
'9/11/2000', 26.0, 197.0, 11.5, 5122.0, 5133.5, 3079.0847255369927
'9/12/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'9/13/2000', 25.3125, 197.0, 11.5, 4986.5625, 4998.0625, 2943.6472255369927
'9/14/2000', 25.875, 197.0, 11.5, 5097.375, 5108.875, 3054.4597255369927
'9/15/2000', 25.875, 197.0, 11.5, 5097.375, 5108.875, 3054.4597255369927
'9/18/2000', 26.0, 197.0, 11.5, 5122.0, 5133.5, 3079.0847255369927
'9/19/2000', 25.75, 197.0, 11.5, 5072.75, 5084.25, 3029.8347255369927
'9/20/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'9/21/2000', 24.8125, 197.0, 11.5, 4888.0625, 4899.5625, 2845.1472255369927
'9/22/2000', 25.625, 197.0, 11.5, 5048.125, 5059.625, 3005.2097255369927
'9/25/2000', 25.4375, 197.0, 11.5, 5011.1875, 5022.6875, 2968.2722255369927
'9/26/2000', 24.375, 197.0, 11.5, 4801.875, 4813.375, 2758.9597255369927
'9/27/2000', 24.75, 197.0, 11.5, 4875.75, 4887.25, 2832.8347255369927
'9/28/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'9/29/2000', 25.5, 197.0, 11.5, 5023.5, 5035.0, 2980.5847255369927
'10/2/2000', 26.0625, 197.0, 11.5, 5134.3125, 5145.8125, 3091.3972255369927
'10/3/2000', 25.625, 197.0, 11.5, 5048.125, 5059.625, 3005.2097255369927
'10/4/2000', 26.375, 197.0, 11.5, 5195.875, 5207.375, 3152.9597255369927
'10/5/2000', 25.9375, 197.0, 11.5, 5109.6875, 5121.1875, 3066.7722255369927
'10/6/2000', 25.3125, 197.0, 11.5, 4986.5625, 4998.0625, 2943.6472255369927
'10/9/2000', 25.875, 197.0, 11.5, 5097.375, 5108.875, 3054.4597255369927
'10/10/2000', 25.125, 197.0, 11.5, 4949.625, 4961.125, 2906.7097255369927
'10/11/2000', 24.125, 197.0, 11.5, 4752.625, 4764.125, 2709.7097255369927
'10/12/2000', 23.375, 197.0, 11.5, 4604.875, 4616.375, 2561.9597255369927
'10/13/2000', 25.375, 197.0, 11.5, 4998.875, 5010.375, 2955.9597255369927
'10/16/2000', 24.625, 197.0, 11.5, 4851.125, 4862.625, 2808.2097255369927
'10/17/2000', 24.4375, 197.0, 11.5, 4814.1875, 4825.6875, 2771.2722255369927
'10/18/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'10/19/2000', 25.625, 197.0, 11.5, 5048.125, 5059.625, 3005.2097255369927
'10/20/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'10/23/2000', 25.1875, 197.0, 11.5, 4961.9375, 4973.4375, 2919.0222255369927
'10/24/2000', 25.8125, 197.0, 11.5, 5085.0625, 5096.5625, 3042.1472255369927
'10/25/2000', 25.125, 197.0, 11.5, 4949.625, 4961.125, 2906.7097255369927
'10/26/2000', 25.125, 197.0, 11.5, 4949.625, 4961.125, 2906.7097255369927
'10/27/2000', 25.5625, 197.0, 11.5, 5035.8125, 5047.3125, 2992.8972255369927
'10/30/2000', 26.5, 197.0, 11.5, 5220.5, 5232.0, 3177.5847255369927
'10/31/2000', 26.125, 197.0, 11.5, 5146.625, 5158.125, 3103.7097255369927
'11/1/2000', 25.8125, 197.0, 11.5, 5085.0625, 5096.5625, 3042.1472255369927
'11/2/2000', 26.0625, 197.0, 11.5, 5134.3125, 5145.8125, 3091.3972255369927
'11/3/2000', 25.3125, 197.0, 11.5, 4986.5625, 4998.0625, 2943.6472255369927
'11/6/2000', 26.4375, 197.0, 11.5, 5208.1875, 5219.6875, 3165.2722255369927
'11/7/2000', 25.0, 197.0, 11.5, 4925.0, 4936.5, 2882.0847255369927
'11/8/2000', 24.8125, 197.0, 11.5, 4888.0625, 4899.5625, 2845.1472255369927
'11/9/2000', 25.4375, 197.0, 11.5, 5011.1875, 5022.6875, 2968.2722255369927
'11/10/2000', 25.0625, 197.0, 11.5, 4937.3125, 4948.8125, 2894.3972255369927
'11/13/2000', 25.3125, 197.0, 11.5, 4986.5625, 4998.0625, 2943.6472255369927
'11/14/2000', 25.3125, 197.0, 11.5, 4986.5625, 4998.0625, 2943.6472255369927
'11/15/2000', 26.25, 197.0, 11.5, 5171.25, 5182.75, 3128.3347255369927
'11/16/2000', 25.0, 197.0, 11.5, 4925.0, 4936.5, 2882.0847255369927
'11/17/2000', 24.9375, 197.0, 11.5, 4912.6875, 4924.1875, 2869.7722255369927
'11/20/2000', 23.5, 197.0, 11.5, 4629.5, 4641.0, 2586.5847255369927
'11/21/2000', 24.375, 197.0, 11.5, 4801.875, 4813.375, 2758.9597255369927
'11/22/2000', 23.8125, 197.0, 11.5, 4691.0625, 4702.5625, 2648.1472255369927
'11/24/2000', 24.0625, 197.0, 11.5, 4740.3125, 4751.8125, 2697.3972255369927
